comuna;codigo_comuna;dia_nacional;fecha;clave;casos_diarios;casos_acumulados;muertes;casos_activos;recuperados;recuperados_diarios;dia_comunal;fallecidos_diarios;on-off;max_dia;;
Villa_Alegre;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Villa_Alemana;5804;30;01-04-2020;580443922;0;7;0;7;0;0;8;0;ON;43;;
Villarrica;9120;30;01-04-2020;912043922;0;4;0;4;0;0;3;0;ON;38;;
Vina_del_Mar;5109;30;01-04-2020;510943922;7;40;1;38;1;0;17;0;ON;52;;
Vitacura;13132;30;01-04-2020;1313243922;9;94;0;40;54;0;29;0;ON;64;;
Yerbas_Buenas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Yumbel;8313;30;01-04-2020;831343922;0;5;0;5;0;0;7;0;ON;42;;
Yungay;16109;30;01-04-2020;1610943922;2;9;0;9;0;0;5;0;ON;40;;
Aisen;11201;31;02-04-2020;1120143923;0;1;0;0;1;0;20;0;ON;54;;
Algarrobo;5602;31;02-04-2020;560243923;0;9;0;9;0;0;6;0;ON;40;;
Alto_Hospicio;1107;31;02-04-2020;110743923;0;3;0;3;0;0;9;0;ON;43;;
Ancud;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Andacollo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Angol;9201;31;02-04-2020;920143923;0;19;1;14;4;2;16;1;ON;50;;
Antofagasta;2101;31;02-04-2020;210143923;8;44;0;37;7;4;15;0;ON;49;;
Arauco;8202;31;02-04-2020;820243923;0;6;0;6;0;0;9;0;ON;43;;
Arica;15101;31;02-04-2020;1510143923;1;7;0;6;1;0;17;0;ON;51;;
Buin;13402;31;02-04-2020;1340243923;0;9;0;9;0;0;8;0;ON;42;;
Bulnes;16102;31;02-04-2020;1610243923;8;21;0;16;5;5;14;0;ON;48;;
Cabildo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Cabo_de_Hornos;12201;31;02-04-2020;1220143923;0;9;0;8;1;1;14;0;ON;48;;
Cabrero;8303;31;02-04-2020;830343923;0;4;0;4;0;0;8;0;ON;42;;
Calama;2201;31;02-04-2020;220143923;2;5;0;3;2;0;20;0;ON;54;;
Calbuco;10102;31;02-04-2020;1010243923;0;5;0;5;0;0;11;0;ON;45;;
Caldera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Calera;5502;31;02-04-2020;550243923;0;6;0;6;0;0;8;0;ON;42;;
Calera_de_Tango;13403;31;02-04-2020;1340343923;0;3;0;3;0;0;10;0;ON;44;;
Calle_Larga;5302;31;02-04-2020;530243923;0;1;0;1;0;0;2;0;ON;36;;
Carahue;9102;31;02-04-2020;910243923;0;1;0;1;0;0;11;0;ON;45;;
Cartagena;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Casablanca;5102;31;02-04-2020;510243923;0;1;0;1;0;0;10;0;ON;44;;
Castro;10201;31;02-04-2020;1020143923;0;1;0;1;0;0;8;0;ON;42;;
Catemu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Cauquenes;7201;31;02-04-2020;720143923;0;1;0;1;0;0;6;0;ON;40;;
Cerrillos;13102;31;02-04-2020;1310243923;0;7;1;6;0;0;9;0;ON;43;;
Cerro_Navia;13103;31;02-04-2020;1310343923;0;12;0;4;8;0;15;0;ON;49;;
Chaiten;10401;31;02-04-2020;1040143923;0;1;0;1;0;0;2;0;ON;36;;
Chanco;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Chiguayante;8103;31;02-04-2020;810343923;2;17;0;17;0;0;13;0;ON;47;;
Chile_Chico;11401;31;02-04-2020;1140143923;0;1;0;1;0;0;2;0;ON;36;;
Chillan;16101;31;02-04-2020;1610143923;52;203;0;180;23;0;22;0;ON;56;;
Chillan_Viejo;16103;31;02-04-2020;1610343923;2;28;0;21;7;4;18;0;ON;52;;
Chimbarongo;6303;31;02-04-2020;630343923;0;2;0;2;0;0;9;0;ON;43;;
Cholchol;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Cochamo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Codegua;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Coelemu;16203;31;02-04-2020;1620343923;1;1;0;1;0;0;1;0;START;35;;
Coihaique;11101;31;02-04-2020;1110143923;0;2;0;2;0;0;9;0;ON;43;;
Coihueco;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Coinco;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Colbun;7402;31;02-04-2020;740243923;0;3;0;2;1;0;16;0;ON;50;;
Colina;13301;31;02-04-2020;1330143923;0;41;0;9;32;0;15;0;ON;49;;
Collipulli;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Concepcion;8101;31;02-04-2020;810143923;7;72;1;62;9;4;21;0;ON;55;;
Conchali;13104;31;02-04-2020;1310443923;0;20;0;7;13;0;15;0;ON;49;;
Concon;5103;31;02-04-2020;510343923;0;2;0;2;0;0;3;0;ON;37;;
Constitucion;7102;31;02-04-2020;710243923;2;2;0;2;0;0;1;0;START;35;;
Copiapo;3101;31;02-04-2020;310143923;0;4;0;3;1;0;20;0;ON;54;;
Coquimbo;4102;31;02-04-2020;410243923;0;17;0;15;2;0;15;0;ON;49;;
Coronel;8102;31;02-04-2020;810243923;1;12;0;11;1;1;14;0;ON;48;;
Corral;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Cunco;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Curacautin;9203;31;02-04-2020;920343923;0;1;0;1;0;0;2;0;ON;36;;
Curacavi;13503;31;02-04-2020;1350343923;0;6;0;1;5;0;15;0;ON;49;;
Curanilahue;8205;31;02-04-2020;820543923;0;1;0;1;0;0;6;0;ON;40;;
Curarrehue;9104;31;02-04-2020;910443923;0;1;0;1;0;0;12;0;ON;46;;
Curepto;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Curico;7301;31;02-04-2020;730143923;1;9;0;7;2;0;23;0;ON;57;;
Diego_de_Almagro;3202;31;02-04-2020;320243923;0;1;0;1;0;0;5;0;ON;39;;
Donihue;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
El_Bosque;13105;31;02-04-2020;1310543923;2;30;0;13;17;6;15;0;ON;49;;
El_Carmen;16104;31;02-04-2020;1610443923;0;1;0;1;0;0;2;0;ON;36;;
El_Monte;13602;31;02-04-2020;1360243923;0;3;0;3;0;0;9;0;ON;43;;
El_Quisco;5604;31;02-04-2020;560443923;1;1;0;1;0;0;1;0;START;35;;
El_Tabo;5605;31;02-04-2020;560543923;2;3;0;3;0;0;4;0;ON;38;;
Ercilla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Estacion_Central;13106;31;02-04-2020;1310643923;1;24;0;8;16;10;21;0;ON;55;;
Florida;8104;31;02-04-2020;810443923;0;1;0;1;0;0;8;0;ON;42;;
Freire;9105;31;02-04-2020;910543923;1;3;0;3;0;0;2;0;ON;36;;
Freirina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Frutillar;10105;31;02-04-2020;1010543923;0;1;0;1;0;0;13;0;ON;47;;
Futrono;14202;31;02-04-2020;1420243923;0;2;0;2;0;0;7;0;ON;41;;
Galvarino;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Gorbea;9107;31;02-04-2020;910743923;0;8;0;8;0;0;13;0;ON;47;;
Graneros;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Hijuelas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Hualaihue;10403;31;02-04-2020;1040343923;0;3;0;3;0;0;4;0;ON;38;;
Hualpen;8112;31;02-04-2020;811243923;9;33;0;33;0;0;11;0;ON;45;;
Hualqui;8105;31;02-04-2020;810543923;0;4;0;4;0;0;10;0;ON;44;;
Huara;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Huasco;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Huechuraba;13107;31;02-04-2020;1310743923;1;21;0;4;17;17;14;0;ON;48;;
Illapel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Independencia;13108;31;02-04-2020;1310843923;3;21;0;8;13;13;14;0;ON;48;;
Iquique;1101;31;02-04-2020;110143923;2;11;0;11;0;0;11;0;ON;45;;
Isla_de_Maipo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Isla_de_Pascua;5201;31;02-04-2020;520143923;0;5;0;5;0;0;10;0;ON;44;;
La_Cisterna;13109;31;02-04-2020;1310943923;0;12;0;4;8;8;14;0;ON;48;;
La_Cruz;5504;31;02-04-2020;550443923;0;1;0;1;0;0;3;0;ON;37;;
La_Florida;13110;31;02-04-2020;1311043923;4;64;0;61;3;0;19;0;ON;53;;
La_Granja;13111;31;02-04-2020;1311143923;3;13;0;13;0;0;13;0;ON;47;;
La_Ligua;5401;31;02-04-2020;540143923;1;2;0;2;0;0;8;0;ON;42;;
La_Pintana;13112;31;02-04-2020;1311243923;2;14;0;14;0;0;8;0;ON;42;;
La_Reina;13113;31;02-04-2020;1311343923;2;29;0;29;0;0;13;0;ON;47;;
La_Serena;4101;31;02-04-2020;410143923;4;7;0;7;0;0;4;0;ON;38;;
La_Union;14201;31;02-04-2020;1420143923;1;11;0;11;0;0;11;0;ON;45;;
Lago_Ranco;14203;31;02-04-2020;1420343923;0;1;0;1;0;0;7;0;ON;41;;
Laja;8304;31;02-04-2020;830443923;2;3;0;3;0;0;5;0;ON;39;;
Lampa;13302;31;02-04-2020;1330243923;1;11;0;11;0;0;12;0;ON;46;;
Lanco;14103;31;02-04-2020;1410343923;0;1;0;1;0;0;3;0;ON;37;;
Las_Cabras;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Las_Condes;13114;31;02-04-2020;1311443923;9;218;0;176;42;0;26;0;ON;60;;
Lautaro;9108;31;02-04-2020;910843923;1;9;0;9;0;0;5;0;ON;39;;
Licanten;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Limache;5802;31;02-04-2020;580243923;0;2;0;2;0;0;9;0;ON;43;;
Linares;7401;31;02-04-2020;740143923;2;8;0;8;0;0;12;0;ON;46;;
Litueche;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Llaillay;5703;31;02-04-2020;570343923;1;1;0;1;0;0;1;0;START;35;;
Llanquihue;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Lo_Barnechea;13115;31;02-04-2020;1311543923;4;82;0;82;0;0;7;0;ON;41;;
Lo_Espejo;13116;31;02-04-2020;1311643923;1;9;0;9;0;0;12;0;ON;46;;
Lo_Prado;13117;31;02-04-2020;1311743923;1;20;0;20;0;0;12;0;ON;46;;
Loncoche;9109;31;02-04-2020;910943923;1;2;0;2;0;0;2;0;ON;36;;
Longavi;7403;31;02-04-2020;740343923;0;1;0;1;0;0;11;0;ON;45;;
Los_Alamos;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Los_Andes;5301;31;02-04-2020;530143923;0;1;0;1;0;0;10;0;ON;44;;
Los_Angeles;8301;31;02-04-2020;830143923;2;13;0;11;2;1;25;0;ON;59;;
Los_Muermos;10106;31;02-04-2020;1010643923;0;1;0;1;0;0;8;0;ON;42;;
Los_Vilos;4203;31;02-04-2020;420343923;0;1;0;1;0;0;8;0;ON;42;;
Lota;8106;31;02-04-2020;810643923;0;1;0;1;0;0;13;0;ON;47;;
Lumaco;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Machali;6108;31;02-04-2020;610843923;1;7;0;6;1;0;16;0;ON;50;;
Macul;13118;31;02-04-2020;1311843923;4;14;0;14;0;0;12;0;ON;46;;
Mafil;14105;31;02-04-2020;1410543923;0;1;0;1;0;0;12;0;ON;46;;
Maipu;13119;31;02-04-2020;1311943923;6;67;2;62;3;0;16;0;ON;50;;
Maria_Elena;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Maria_Pinto;13504;31;02-04-2020;1350443923;0;1;0;1;0;0;8;0;ON;42;;
Mariquina;14106;31;02-04-2020;1410643923;1;3;0;3;0;0;5;0;ON;39;;
Maule;7105;31;02-04-2020;710543923;1;5;0;5;0;0;7;0;ON;41;;
Maullin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Mejillones;2102;31;02-04-2020;210243923;1;1;0;1;0;0;1;0;START;35;;
Melipilla;13501;31;02-04-2020;1350143923;1;9;0;9;0;0;10;0;ON;44;;
Molina;7304;31;02-04-2020;730443923;0;3;1;2;0;0;4;0;ON;38;;
Mostazal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Mulchen;8305;31;02-04-2020;830543923;0;5;0;5;0;0;8;0;ON;42;;
Nacimiento;8306;31;02-04-2020;830643923;0;4;0;3;1;0;16;0;ON;50;;
Nancagua;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Natales;12401;31;02-04-2020;1240143923;0;3;0;3;0;0;6;0;ON;40;;
Navidad;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Negrete;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Ninhue;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Nueva_Imperial;9111;31;02-04-2020;911143923;6;13;1;12;0;0;11;0;ON;45;;
niquen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
nunoa;13120;31;02-04-2020;1312043923;5;91;0;90;1;0;23;0;ON;57;;
Olivar;6111;31;02-04-2020;611143923;1;2;0;2;0;0;2;0;ON;36;;
Olmue;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Osorno;10301;31;02-04-2020;1030143923;15;129;0;125;4;0;16;0;ON;50;;
Ovalle;4301;31;02-04-2020;430143923;0;4;0;4;0;0;10;0;ON;44;;
Padre_Hurtado;13604;31;02-04-2020;1360443923;2;4;0;4;0;0;11;0;ON;45;;
Padre_las_Casas;9112;31;02-04-2020;911243923;7;32;0;32;0;0;11;0;ON;45;;
Paillaco;14107;31;02-04-2020;1410743923;0;1;0;1;0;0;3;0;ON;37;;
Paine;13404;31;02-04-2020;1340443923;0;2;0;1;1;1;14;0;ON;48;;
Parral;7404;31;02-04-2020;740443923;0;3;0;3;0;0;5;0;ON;39;;
Pedro_Aguirre_Cerda;13121;31;02-04-2020;1312143923;0;13;0;13;0;0;10;0;ON;44;;
Pelarco;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Pelluhue;7203;31;02-04-2020;720343923;0;1;0;1;0;0;6;0;ON;40;;
Pemuco;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Pencahue;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Penco;8107;31;02-04-2020;810743923;2;3;0;3;0;0;2;0;ON;36;;
Penaflor;13605;31;02-04-2020;1360543923;0;13;0;13;0;0;10;0;ON;44;;
Penalolen;13122;31;02-04-2020;1312243923;4;53;0;53;0;0;10;0;ON;44;;
Perquenco;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Petorca;5404;31;02-04-2020;540443923;0;1;0;1;0;0;5;0;ON;39;;
Peumo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Pica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Pinto;16106;31;02-04-2020;1610643923;2;2;0;2;0;0;1;0;START;35;;
Pirque;13202;31;02-04-2020;1320243923;0;1;0;1;0;0;6;0;ON;40;;
Pitrufquen;9114;31;02-04-2020;911443923;0;7;0;7;0;0;11;0;ON;45;;
Placilla;6308;31;02-04-2020;630843923;0;1;0;0;1;1;14;0;ON;48;;
Porvenir;12301;31;02-04-2020;1230143923;1;2;0;2;0;0;2;0;ON;36;;
Pozo_Almonte;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Primavera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Providencia;13123;31;02-04-2020;1312343923;4;91;0;58;33;0;29;0;ON;63;;
Puchuncavi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Pucon;9115;31;02-04-2020;911543923;0;2;0;2;0;0;11;0;ON;45;;
Pudahuel;13124;31;02-04-2020;1312443923;4;29;0;29;0;0;10;0;ON;44;;
Puente_Alto;13201;31;02-04-2020;1320143923;13;41;0;40;1;1;14;0;ON;48;;
Puerto_Montt;10101;31;02-04-2020;1010143923;3;41;0;27;14;5;27;0;ON;61;;
Puerto_Octay;10302;31;02-04-2020;1030243923;0;1;0;1;0;0;5;0;ON;39;;
Puerto_Varas;10109;31;02-04-2020;1010943923;1;2;0;1;1;0;16;0;ON;50;;
Punitaqui;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Punta_Arenas;12101;31;02-04-2020;1210143923;14;100;0;97;3;1;17;0;ON;51;;
Puren;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Purranque;10303;31;02-04-2020;1030343923;4;4;0;4;0;0;1;0;START;35;;
Putaendo;5705;31;02-04-2020;570543923;0;2;0;2;0;0;8;0;ON;42;;
Puyehue;10304;31;02-04-2020;1030443923;0;1;0;1;0;0;11;0;ON;45;;
Quilicura;13125;31;02-04-2020;1312543923;2;31;0;31;0;0;10;0;ON;44;;
Quillon;16107;31;02-04-2020;1610743923;6;15;0;15;0;0;12;0;ON;46;;
Quillota;5501;31;02-04-2020;550143923;1;14;0;10;4;1;16;0;ON;50;;
Quilpue;5801;31;02-04-2020;580143923;2;11;0;10;1;1;14;0;ON;48;;
Quinchao;10210;31;02-04-2020;1021043923;0;1;0;1;0;0;8;0;ON;42;;
Quinta_de_Tilcoco;6114;31;02-04-2020;611443923;0;1;0;1;0;0;9;0;ON;43;;
Quinta_Normal;13126;31;02-04-2020;1312643923;6;31;0;31;0;0;9;0;ON;43;;
Quintero;5107;31;02-04-2020;510743923;0;3;0;3;0;0;10;0;ON;44;;
Quirihue;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Rancagua;6101;31;02-04-2020;610143923;1;8;0;7;1;1;14;0;ON;48;;
Ranquil;16206;31;02-04-2020;1620643923;1;2;0;2;0;0;12;0;ON;46;;
Rauco;7305;31;02-04-2020;730543923;1;1;0;1;0;0;1;0;START;35;;
Recoleta;13127;31;02-04-2020;1312743923;4;21;0;17;4;0;18;0;ON;52;;
Renaico;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Renca;13128;31;02-04-2020;1312843923;2;18;1;16;1;0;15;0;ON;49;;
Rengo;6115;31;02-04-2020;611543923;0;1;0;1;0;0;3;0;ON;37;;
Requinoa;6116;31;02-04-2020;611643923;0;1;0;0;1;0;16;0;ON;50;;
Retiro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Rinconada;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Rio_Bueno;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Rio_Claro;7108;31;02-04-2020;710843923;0;1;0;0;1;0;15;0;ON;49;;
Rio_Hurtado;4305;31;02-04-2020;430543923;0;1;0;1;0;0;7;0;ON;41;;
Rio_Negro;10305;31;02-04-2020;1030543923;0;1;0;1;0;0;6;0;ON;40;;
Romeral;7306;31;02-04-2020;730643923;0;2;0;2;0;0;6;0;ON;40;;
Saavedra;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Sagrada_Familia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Salamanca;4204;31;02-04-2020;420443923;0;2;0;1;1;1;14;0;ON;48;;
San_Antonio;5601;31;02-04-2020;560143923;1;4;0;4;0;0;9;0;ON;43;;
San_Bernardo;13401;31;02-04-2020;1340143923;4;45;0;44;1;0;16;0;ON;50;;
San_Carlos;16301;31;02-04-2020;1630143923;2;15;0;15;0;0;12;0;ON;46;;
San_Clemente;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
San_Esteban;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
San_Fabian;16304;31;02-04-2020;1630443923;0;5;0;5;0;0;6;0;ON;40;;
San_Felipe;5701;31;02-04-2020;570143923;0;3;0;3;0;0;12;0;ON;46;;
San_Fernando;6301;31;02-04-2020;630143923;0;3;0;2;1;0;15;0;ON;49;;
San_Ignacio;16108;31;02-04-2020;1610843923;1;1;0;1;0;0;1;0;START;35;;
San_Javier;7406;31;02-04-2020;740643923;0;1;0;1;0;0;3;0;ON;37;;
San_Joaquin;13129;31;02-04-2020;1312943923;2;26;0;26;0;0;11;0;ON;45;;
San_Jose_de_Maipo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
San_Juan_de_La_Costa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
San_Miguel;13130;31;02-04-2020;1313043923;3;38;0;37;1;0;17;0;ON;51;;
San_Nicolas;16305;31;02-04-2020;1630543923;0;1;0;1;0;0;2;0;ON;36;;
San_Pablo;10307;31;02-04-2020;1030743923;0;2;0;2;0;0;7;0;ON;41;;
San_Pedro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
San_Pedro_de_Atacama;2203;31;02-04-2020;220343923;0;2;0;2;0;0;5;0;ON;39;;
San_Pedro_de_la_Paz;8108;31;02-04-2020;810843923;3;48;0;46;2;1;16;0;ON;50;;
San_Rafael;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
San_Ramon;13131;31;02-04-2020;1313143923;2;9;0;9;0;0;4;0;ON;38;;
San_Vicente;6117;31;02-04-2020;611743923;3;4;0;4;0;0;2;0;ON;36;;
Santa_Barbara;8311;31;02-04-2020;831143923;0;1;0;1;0;0;5;0;ON;39;;
Santa_Cruz;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Santa_Juana;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Santa_Maria;5706;31;02-04-2020;570643923;0;2;0;2;0;0;5;0;ON;39;;
Santiago;13101;31;02-04-2020;1310143923;9;152;2;137;13;0;20;1;ON;54;;
Santo_Domingo;5606;31;02-04-2020;560643923;0;2;0;1;1;1;14;0;ON;48;;
Talagante;13601;31;02-04-2020;1360143923;1;8;0;8;0;0;11;0;ON;45;;
Talca;7101;31;02-04-2020;710143923;5;43;0;33;10;0;31;0;ON;65;;
Talcahuano;8110;31;02-04-2020;811043923;5;43;1;28;14;0;18;0;ON;52;;
Taltal;2104;31;02-04-2020;210443923;0;2;0;2;0;0;4;0;ON;38;;
Temuco;9101;31;02-04-2020;910143923;22;277;4;269;4;0;18;0;ON;52;;
Teno;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Teodoro_Schmidt;9117;31;02-04-2020;911743923;0;2;0;2;0;0;4;0;ON;38;;
Tierra_Amarilla;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Tiltil;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Tirua;8207;31;02-04-2020;820743923;2;3;0;3;0;0;2;0;ON;36;;
Tocopilla;2301;31;02-04-2020;230143923;0;2;0;0;2;0;15;0;ON;49;;
Tolten;9118;31;02-04-2020;911843923;1;2;1;1;0;0;2;0;ON;36;;
Tome;8111;31;02-04-2020;811143923;2;12;0;9;3;0;15;0;ON;49;;
Traiguen;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Tucapel;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Valdivia;14101;31;02-04-2020;1410143923;2;46;1;43;2;0;18;0;ON;52;;
Vallenar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Valparaiso;5101;31;02-04-2020;510143923;3;30;0;29;1;1;14;0;ON;48;;
Victoria;9211;31;02-04-2020;921143923;1;6;0;6;0;0;7;0;ON;41;;
Vicuna;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Vilcun;9119;31;02-04-2020;911943923;4;10;0;10;0;0;7;0;ON;41;;
Villa_Alegre;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Villa_Alemana;5804;31;02-04-2020;580443923;1;8;0;8;0;0;9;0;ON;43;;
Villarrica;9120;31;02-04-2020;912043923;1;5;0;5;0;0;4;0;ON;38;;
Vina_del_Mar;5109;31;02-04-2020;510943923;6;46;1;44;1;0;18;0;ON;52;;
Vitacura;13132;31;02-04-2020;1313243923;3;97;0;43;54;0;30;0;ON;64;;
Yerbas_Buenas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Yumbel;8313;31;02-04-2020;831343923;0;5;0;5;0;0;8;0;ON;42;;
Yungay;16109;31;02-04-2020;1610943923;3;12;0;12;0;0;6;0;ON;40;;
Aisen;11201;32;03-04-2020;1120143924;0;1;0;0;1;0;21;0;ON;54;;
Algarrobo;5602;32;03-04-2020;560243924;0;9;0;9;0;0;7;0;ON;40;;
Alto_Hospicio;1107;32;03-04-2020;110743924;1;4;0;4;0;0;10;0;ON;43;;
Ancud;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Andacollo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Angol;9201;32;03-04-2020;920143924;0;19;1;12;6;2;17;0;ON;50;;
Antofagasta;2101;32;03-04-2020;210143924;4;48;0;40;8;1;16;0;ON;49;;
Arauco;8202;32;03-04-2020;820243924;0;6;0;6;0;0;10;0;ON;43;;
Arica;15101;32;03-04-2020;1510143924;5;12;0;11;1;0;18;0;ON;51;;
Buin;13402;32;03-04-2020;1340243924;6;15;0;15;0;0;9;0;ON;42;;
Bulnes;16102;32;03-04-2020;1610243924;4;25;0;20;5;0;15;0;ON;48;;
Cabildo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Cabo_de_Hornos;12201;32;03-04-2020;1220143924;0;9;0;8;1;0;15;0;ON;48;;
Cabrero;8303;32;03-04-2020;830343924;0;4;0;4;0;0;9;0;ON;42;;
